group,t,q,qd,tau_ext_true,r,tau_f_true
C,3.73,0.032864825,-0.0019241615,0,-0.086263948,-0.24626327
C,3.74,0.032854335,-0.00068729135,0,-0.094993305,-0.24864857
C,3.75,0.032843603,-0.003332438,0,-0.10398463,-0.24361902
C,3.76,0.032832334,-4.244151e-05,0,-0.11298102,-0.249916
C,3.77,0.032820293,-0.0007082787,0,-0.12173499,-0.24860759
C,3.78,0.032807012,-0.00045176727,0,-0.1305993,-0.24910957
C,3.79,0.032791613,0.00061079769,0,-0.13944897,0.24879805
C,3.8,0.032775227,-0.0022706538,0,-0.14805483,-0.24560568
C,3.81,0.032758545,-0.0040632867,0,-0.15703995,-0.24227613
C,3.82,0.032740855,6.5386111e-05,0,-0.16584849,0.24987062
C,3.83,0.032723096,0.0004039102,0,-0.1749219,0.24920351
C,3.84,0.032703567,-0.0032918252,0,-0.18327817,-0.24369423
C,3.85,0.032683988,-0.0009102257,0,-0.19220178,-0.24821422
C,3.86,0.032662542,-0.0025553074,0,-0.20082344,-0.24506889
C,3.87,0.03263923,-0.0032827354,0,-0.2095499,-0.24371107
C,3.88,0.032615283,-0.0029063798,0,-0.21824567,-0.24441108
C,3.89,0.032589377,-0.001605092,0,-0.22727512,-0.2468729
C,3.9,0.032547858,-0.0061142848,0,-0.23388519,-0.23861184
C,3.91,0.032416895,-0.024328495,0,-0.23218437,-0.21195971
C,3.92,0.031962189,-0.069638271,0,-0.21162101,-0.17623151
C,3.93,0.031002207,-0.1205085,0,-0.18606289,-0.16139017
C,3.94,0.02959475,-0.15783769,0,-0.16909516,-0.15741312
C,3.95,0.027896466,-0.17912996,0,-0.16046812,-0.15636293
C,3.96,0.026054011,-0.18743288,0,-0.1566986,-0.15610359
C,3.97,0.024178184,-0.18649365,0,-0.15547348,-0.15612946
C,3.98,0.022344433,-0.17955902,0,-0.15536406,-0.15634776
C,3.99,0.020599388,-0.16914625,0,-0.15563828,-0.15677773
C,4,0.018968078,-0.15708046,0,-0.15595511,-0.15746293
C,4.01,0.017741495,-0.089890174,0,-0.15519836,-0.16836404
C,4.02,0.017189788,-0.017162316,0,-0.17229755,-0.22128959
C,4.03,0.017164652,-0.00017458683,0,-0.16473444,-0.24965493
C,4.04,0.017151759,-0.0035186323,0,-0.1460965,-0.24327502
C,4.05,0.017139386,0.00091382381,0,-0.13603646,0.24820723
C,4.06,0.01712763,-0.0016479222,0,-0.13014015,-0.24679084
C,4.07,0.017116087,-0.0014187602,0,-0.12586838,-0.24723073
C,4.08,0.017103504,-0.0034968143,0,-0.1223128,-0.24331526
C,4.09,0.01709087,-0.0028117133,0,-0.11919191,-0.244588
C,4.1,0.017079436,0.00081317067,0,-0.11621072,0.24840308
C,4.11,0.017067225,-0.0027621036,0,-0.11342448,-0.24468085
C,4.12,0.017056834,-0.0033136004,0,-0.11061484,-0.2436539
C,4.13,0.017045724,-0.0012147529,0,-0.10769948,-0.24762406
C,4.14,0.017035329,-0.0011789753,0,-0.10522542,-0.24769321
C,4.15,0.017025078,-0.0033009649,0,-0.10225458,-0.2436773
C,4.16,0.017013814,-0.0028112233,0,-0.099523971,-0.24458892
C,4.17,0.017004836,0.00076022107,0,-0.09677176,0.24850626
C,4.18,0.016995463,-0.0028349863,0,-0.094042778,-0.24454447
C,4.19,0.016986605,0.0013095043,0,-0.09107056,0.24744118
C,4.2,0.016977436,-0.0017067183,0,-0.088159427,-0.2466783
C,4.21,0.016970694,-0.0016366177,0,-0.085908701,-0.24681249
C,4.22,0.016958612,0.00039683223,0,-0.082432566,0.24921741
C,4.23,0.016950405,0.00082312482,0,-0.080167841,0.24838369
C,4.24,0.016942848,-0.00085451401,0,-0.077373163,-0.24832258
C,4.25,0.016936256,0.00033246695,0,-0.07472794,0.24934392
C,4.26,0.016929071,-0.0007708419,0,-0.071829171,-0.24848556
C,4.27,0.016922819,0.0009813297,0,-0.069083437,0.2480761
C,4.28,0.016916375,0.00049744683,0,-0.066514091,0.24901999
C,4.29,0.016909002,-0.0023311545,0,-0.063306148,-0.24549133
C,4.3,0.016903418,-0.0021798813,0,-0.0607491,-0.24577751
C,4.31,0.016897373,0.00061664498,0,-0.058107312,0.24878662
C,4.32,0.016891423,0.0012154689,0,-0.055389108,0.24762268
C,4.33,0.016888125,-2.2622354e-05,0,-0.052941378,-0.24995522
C,4.34,0.016882321,0.0010742055,0,-0.049881227,0.24789599
C,4.35,0.016878116,0.00018261031,0,-0.047286164,0.2496391
C,4.36,0.01687402,0.0020026982,0,-0.044559194,0.24611381
C,4.37,0.016869749,0.0015668282,0,-0.041619138,0.24694627
C,4.38,0.016866159,-0.00099967702,0,-0.038998407,-0.24804049
C,4.39,0.016863098,-0.0008015269,0,-0.036163476,-0.24842576
C,4.4,0.016859868,0.0020623414,0,-0.033552906,0.24600047
C,4.41,0.016856875,-0.0022062233,0,-0.030755921,-0.24572761
C,4.42,0.01685412,0.0011751614,0,-0.028274739,0.24770059
C,4.43,0.016850712,-0.0027090577,0,-0.025150055,-0.24478023
C,4.44,0.016848576,0.0012075693,0,-0.02273207,0.24763794
C,4.45,0.016846296,-0.0020703656,0,-0.019790093,-0.24598523
C,4.46,0.016844575,-0.0025929147,0,-0.016955781,-0.2449982
C,4.47,0.016843826,-0.00030094289,0,-0.014454735,-0.24940594
C,4.48,0.016843304,-0.000237687,0,-0.011711383,-0.24953051
C,4.49,0.016843044,-0.0024007118,0,-0.0088779592,-0.24536004
C,4.5,0.016844967,-0.0015881133,0,-0.0067836815,-0.24690545
C,4.51,0.016842142,0.0015195541,0,-0.020389695,0.247037
C,4.52,0.016838871,0.0019297385,0,-0.027968401,0.24625265
C,4.53,0.016834909,-0.00039322905,0,-0.032701325,-0.24922449
C,4.54,0.016830831,-0.00043109432,0,-0.036371089,-0.24915014
C,4.55,0.016826922,0.0018582249,0,-0.039603814,0.24638893
C,4.56,0.016822268,0.0014194141,0,-0.042483738,0.24722948
C,4.57,0.016816659,-0.0017773531,0,-0.044926389,-0.24654328
C,4.58,0.016812529,-0.0024410174,0,-0.04796952,-0.24528404
C,4.59,0.016806501,-0.0010772098,0,-0.05037466,-0.24789017
C,4.6,0.016800579,-0.002305888,0,-0.052973951,-0.24553907
C,4.61,0.016795698,-0.0010693126,0,-0.055766515,-0.24790547
C,4.62,0.016790684,-0.002464874,0,-0.058649343,-0.24523909
C,4.63,0.016785888,-0.0015224426,0,-0.061167611,-0.24703145
C,4.64,0.016778746,0.0013991654,0,-0.06364881,0.24726844
C,4.65,0.016772401,-0.0030900005,0,-0.066242282,-0.24406889
C,4.66,0.016764667,-0.00052539087,0,-0.068944996,-0.24896523
C,4.67,0.016757053,-0.00053797518,0,-0.071556041,-0.24894058
C,4.68,0.01674964,-0.0031149653,0,-0.074205548,-0.24402246
C,4.69,0.016741329,0.0014451961,0,-0.077139779,0.24717988
C,4.7,0.016731835,-0.0016700732,0,-0.079773518,-0.24674842
C,4.71,0.016727319,-0.0017515182,0,-0.081851173,-0.24659264
C,4.72,0.016719376,-3.4398434e-06,0,-0.084706943,-0.24999319
C,4.73,0.016710808,-0.00093235206,0,-0.08729567,-0.24817122
C,4.74,0.016701334,0.00035677127,0,-0.089915152,0.24929613
C,4.75,0.016692186,-0.00088573732,0,-0.092552419,-0.24826184
C,4.76,0.016682454,0.0001355955,0,-0.095208436,0.24973189
C,4.77,0.016672403,-0.001460062,0,-0.097725897,-0.2471513
C,4.78,0.016662174,-0.00072437256,0,-0.10050093,-0.24857619
C,4.79,0.016650243,-0.0027995966,0,-0.10297414,-0.24461067
C,4.8,0.016639528,-0.0023311829,0,-0.1055057,-0.24549128
C,4.81,0.016628855,0.00050471315,0,-0.10816586,0.24900575
C,4.82,0.01661769,0.00070459418,0,-0.11061063,0.24861479
C,4.83,0.016604641,-0.0019221272,0,-0.11304931,-0.24626714
C,4.84,0.016592404,-0.0020555285,0,-0.11576949,-0.24601341
C,4.85,0.016579749,0.00012836042,0,-0.11831531,0.24974618
C,4.86,0.016567851,-0.00011300395,0,-0.12141829,-0.24977651
C,4.87,0.016556723,-0.0028171998,0,-0.1237089,-0.24457774
C,4.88,0.01654394,-0.0033866097,0,-0.12620383,-0.2435188
C,4.89,0.01653038,-0.0016850719,0,-0.12870488,-0.24671971
C,4.9,0.016516956,-0.0025070436,0,-0.13117797,-0.24515968
C,4.91,0.01650236,-0.0011081772,0,-0.13373184,-0.24783019
C,4.92,0.016488807,-0.0020943676,0,-0.13647434,-0.24593967
C,4.93,0.016474248,-0.0008305098,0,-0.1390814,-0.24836931
C,4.94,0.016460046,-0.0020493246,0,-0.14174752,-0.2460252
C,4.95,0.016444785,-0.0010269299,0,-0.14396313,-0.24798763
C,4.96,0.016431816,-0.0022104486,0,-0.14663707,-0.24571961
C,4.97,0.016416667,-0.0013148764,0,-0.14921864,-0.24743082
C,4.98,0.016400692,-0.0030612644,0,-0.15171828,-0.24412236
C,4.99,0.016385459,-0.0022951633,0,-0.15443697,-0.24555934
C,5,0.016369569,0.00078071543,0,-0.15694776,0.24846631
C,5.01,0.01635536,-0.0035685531,0,-0.14853806,-0.243183
C,5.02,0.016341759,-0.0018927953,0,-0.14411343,-0.24632302
C,5.03,0.01632845,0.00083117209,0,-0.14179498,0.24836802
C,5.04,0.016313413,-0.00061023676,0,-0.13985367,-0.24879915
C,5.05,0.016299674,-0.00084811043,0,-0.13860108,-0.24833505
C,5.06,0.016286301,-2.4915824e-05,0,-0.13759786,-0.24995068
C,5.07,0.016271352,-0.0033443609,0,-0.13640136,-0.24359696
C,5.08,0.016257754,-0.00053012087,0,-0.13529382,-0.24895596
C,5.09,0.016244378,-0.0016033664,0,-0.1342202,-0.24687621
C,5.1,0.016231638,-0.0015817765,0,-0.13329006,-0.2469176
C,5.11,0.016218368,-0.00063463092,0,-0.13230135,-0.24875145
C,5.12,0.016204637,-0.0036756744,0,-0.13118609,-0.24298587
C,5.13,0.016191799,-0.00065448978,0,-0.13023292,-0.24871264
C,5.14,0.016179488,-0.0014882082,0,-0.12919337,-0.24709721
C,5.15,0.016166966,-0.0013545556,0,-0.12820166,-0.24735435
C,5.16,0.016154766,-0.00017853641,0,-0.12723114,-0.24964713
C,5.17,0.016142957,-0.0028767436,0,-0.12632958,-0.24446643
C,5.18,0.016130646,0.00027158874,0,-0.12513628,0.24946373
C,5.19,0.016121596,-4.7078734e-05,0,-0.12446141,-0.24990683
C,5.2,0.016108475,2.0366998e-05,0,-0.12294242,0.24995968
C,5.21,0.016092524,0.00070260868,0,-0.12218152,0.24861866
C,5.22,0.016079636,-0.00209186,0,-0.12090904,-0.24594443
C,5.23,0.016067521,0.0011530458,0,-0.12019231,0.24774336
C,5.24,0.016054829,0.00038593464,0,-0.11904345,0.24923882
C,5.25,0.016042359,0.00064782972,0,-0.11806152,0.24872565
C,5.26,0.016030732,-0.0029010897,0,-0.11718854,-0.24442096
C,5.27,0.016018048,-0.00068244164,0,-0.11608327,-0.24865804
C,5.28,0.016006254,-0.0022700182,0,-0.11490907,-0.24560688
C,5.29,0.015994361,-0.0028774215,0,-0.11392126,-0.24446517
C,5.3,0.015982988,-0.0024172845,0,-0.11309019,-0.24532878
C,5.31,0.015972003,-0.00091463033,0,-0.11217328,-0.24820566
C,5.32,0.015960405,-0.0034411442,0,-0.11116743,-0.24341802
C,5.33,0.015949038,-1.8687735e-05,0,-0.11014617,-0.24996301
C,5.34,0.015938632,-0.00040036599,0,-0.10908599,-0.24921047
C,5.35,0.015927808,0.00013963589,0,-0.10814649,0.24972391
C,5.36,0.015917894,-0.0031378815,0,-0.10713653,-0.24397986
C,5.37,0.015906723,-0.00068933648,0,-0.1061156,-0.24864457
C,5.38,0.015894568,-0.002319411,0,-0.10510054,-0.24551351
C,5.39,0.015884458,-0.0026706799,0,-0.10427938,-0.2448522
C,5.4,0.015874434,-0.0020305952,0,-0.10325929,-0.24606078
C,5.41,0.015863961,-0.00048062372,0,-0.1021537,-0.24905297
C,5.42,0.015854044,-0.0027989182,0,-0.10109022,-0.24461194
C,5.43,0.015844394,0.00082469278,0,-0.10039184,0.24838064
C,5.44,0.015835128,0.00054890138,0,-0.099312317,0.24891918
C,5.45,0.015823946,0.00097375119,0,-0.098305008,0.24809081
C,5.46,0.015813757,-0.0024053053,0,-0.097256375,-0.24535137
C,5.47,0.015804579,0.00026161355,0,-0.096302801,0.24948337
C,5.48,0.015794726,-0.0011267036,0,-0.095193397,-0.24779433
C,5.49,0.015784186,-0.0016370026,0,-0.094125243,-0.24681175
C,5.5,0.015775534,-0.00090231082,0,-0.093520514,-0.24822961
C,5.51,0.015766433,0.00084023537,0,-0.098011458,0.24835038
C,5.52,0.015755291,-0.0034367852,0,-0.10016834,-0.24342607
C,5.53,0.015744821,-0.0034809525,0,-0.10180315,-0.24334453
C,5.54,0.015734667,0.00065503885,0,-0.1030918,0.24871157
C,5.55,0.015722009,-0.0012874812,0,-0.10382871,-0.24748366
C,5.56,0.015712199,0.0013294902,0,-0.10501008,0.24740265
C,5.57,0.015702252,-0.0018061604,0,-0.10564965,-0.24648827
C,5.58,0.015691562,-0.00091953417,0,-0.10638343,-0.24819613
C,5.59,0.015680987,-0.00080622816,0,-0.10738946,-0.2484166
C,5.6,0.015669083,-0.0016760243,0,-0.10792054,-0.24673703
C,5.61,0.015658947,-0.003077888,0,-0.10885642,-0.24409142
C,5.62,0.015648607,-0.00037640227,0,-0.10975056,-0.24925755
C,5.63,0.015637092,-0.0035648508,0,-0.110202,-0.24318982
C,5.64,0.015627295,-0.0023643446,0,-0.11138277,-0.24542866
C,5.65,0.015615519,-0.0022451363,0,-0.11192465,-0.24565395
C,5.66,0.015603485,-0.0029462314,0,-0.11264488,-0.24433671
C,5.67,0.015592467,0.00064635063,0,-0.11378027,0.24872855
C,5.68,0.015581348,-0.0014948161,0,-0.11439129,-0.24708451
C,5.69,0.015570085,0.00048393392,0,-0.11524646,0.24904648
C,5.7,0.015558262,-0.0033317716,0,-0.11590962,-0.24362026
C,5.71,0.015547047,-0.0029162396,0,-0.11686397,-0.24439268
C,5.72,0.015534725,-0.0034438756,0,-0.11744723,-0.24341298
C,5.73,0.01552264,0.00021213477,0,-0.11834248,0.24958087
C,5.74,0.015509532,-0.0019826324,0,-0.11887438,-0.24615198
C,5.75,0.01549718,8.4900563e-05,0,-0.11985813,0.24983204
C,5.76,0.015483625,-0.0037155046,0,-0.12075915,-0.24291269
C,5.77,0.015467683,-0.0036900905,0,-0.12140251,-0.24295938
C,5.78,0.015456925,0.0012482256,0,-0.12270584,0.24755942
C,5.79,0.01544906,0.00086750403,0,-0.12337829,0.24829731
C,5.8,0.015437156,-0.00089805235,0,-0.12392503,-0.24823789
C,5.81,0.015425115,-0.0034665919,0,-0.1245192,-0.24337103
C,5.82,0.015413142,-0.001878339,0,-0.12546633,-0.24635058
C,5.83,0.015399549,-0.001298149,0,-0.12617379,-0.24746308
C,5.84,0.015387118,-0.0013235784,0,-0.12695712,-0.24741404
C,5.85,0.015374648,-0.002129364,0,-0.12788955,-0.24587327
C,5.86,0.015361703,-0.0037788006,0,-0.1284814,-0.2427965
C,5.87,0.01534845,-0.0013127705,0,-0.12927087,-0.24743488
C,5.88,0.015335844,0.00047317078,0,-0.13015833,0.24906759
C,5.89,0.015321996,-0.0036171418,0,-0.1308464,-0.24309354
C,5.9,0.015308717,-0.0034649376,0,-0.13165997,-0.24337409
C,5.91,0.015295736,0.00088730672,0,-0.13252433,0.24825879
C,5.92,0.015281928,-0.00057584401,0,-0.13328504,-0.24886644
C,5.93,0.01526819,-0.0027920244,0,-0.13394395,-0.24462484
C,5.94,0.015253773,-0.00094291174,0,-0.13476715,-0.24815071
C,5.95,0.015239718,0.00019942676,0,-0.13562464,0.24960593
C,5.96,0.015225721,0.00058916811,0,-0.1363745,0.24884036
C,5.97,0.015212601,0.00033753231,0,-0.13716833,0.24933396
C,5.98,0.015198232,-0.00086035117,0,-0.13791841,-0.24831122
C,5.99,0.015184223,-0.0027681181,0,-0.13869048,-0.24466959
C,6,0.015170316,-0.00049629199,0,-0.18496716,-0.24902225
C,6.01,-0.0095072364,-4.5105606,0.021976682,-0.44664307,-0.24021121
C,6.02,-0.068824763,-7.0479801,0.043866632,-0.13185139,-0.2909596
C,6.03,-0.1459238,-8.1641767,0.06558346,-0.052835773,-0.31328353
C,6.04,-0.22893251,-8.3055287,0.087041461,-0.058728794,-0.31611057
C,6.05,-0.3099373,-7.8200709,0.10815595,-0.083202435,-0.30640142
C,6.06,-0.38405849,-6.9696241,0.12884359,-0.10200591,-0.28939248
C,6.07,-0.44865692,-5.943524,0.14902275,-0.10757692,-0.26887048
C,6.08,-0.50267901,-4.87237,0.16861379,-0.1005468,-0.2474474
C,6.09,-0.54613498,-3.840802,0.18753938,-0.083206647,-0.22681604
C,6.1,-0.57969758,-2.8987606,0.20572484,-0.05894588,-0.20797521
C,6.11,-0.60440455,-2.0709939,0.2230984,-0.030656422,-0.19141988
C,6.12,-0.62144724,-1.3647926,0.23959149,-0.00039207357,-0.17729585
C,6.13,-0.63202799,-0.77606486,0.25513902,0.029871584,-0.16552132
C,6.14,-0.6372707,-0.29391337,0.26967963,0.058740917,-0.15615823
C,6.15,-0.63828249,0.0030103906,0.28315595,0.1204504,0.24421709
C,6.16,-0.63804621,0.067801235,0.29551477,0.33639072,0.17712434
C,6.17,-0.63656735,0.23340946,0.30670734,0.41237293,0.15560711
C,6.18,-0.63330339,0.41852891,0.31668947,0.44494307,0.15839374
C,6.19,-0.62817419,0.60503857,0.32542177,0.46527519,0.16210133
C,6.2,-0.62120129,0.78650904,0.33286978,0.48029274,0.1657302
C,6.21,-0.61245597,0.9591375,0.33900411,0.49248237,0.16918275
C,6.22,-0.60203837,1.1208406,0.34380054,0.50240892,0.17241681
C,6.23,-0.59006306,1.270725,0.34724015,0.51079654,0.1754145
C,6.24,-0.5766493,1.4086776,0.34930935,0.51749012,0.17817355
C,6.25,-0.5619149,1.5350557,0.35,0.52277291,0.18070111
C,6.26,-0.54597268,1.6504621,0.34930935,0.52648118,0.18300924
C,6.27,-0.5289289,1.755589,0.34724015,0.52867907,0.18511178
C,6.28,-0.51088286,1.8511168,0.34380054,0.52904366,0.18702234
C,6.29,-0.49192742,1.9376534,0.33900411,0.52818425,0.18875307
C,6.3,-0.47214984,2.0157041,0.33286978,0.52564004,0.19031408
C,6.31,-0.4516329,2.0856625,0.32542177,0.52144125,0.19171325
C,6.32,-0.43045599,2.1478151,0.31668947,0.51585739,0.1929563
C,6.33,-0.40869613,2.2023545,0.30670734,0.5087756,0.19404709
C,6.34,-0.38642881,2.2493965,0.29551477,0.50041644,0.19498793
C,6.35,-0.36372866,2.2889991,0.28315595,0.4905804,0.19577998
C,6.36,-0.34066997,2.3211806,0.26967963,0.47922517,0.19642361
C,6.37,-0.31732696,2.3459369,0.25513902,0.46671242,0.19691874
C,6.38,-0.29377393,2.3632553,0.23959149,0.4530612,0.19726511
C,6.39,-0.27008531,2.3731276,0.2230984,0.4381343,0.19746255
C,6.4,-0.24633556,2.375559,0.20572484,0.42216223,0.19751118
C,6.41,-0.22259898,2.3705758,0.18753938,0.40513699,0.19741152
C,6.42,-0.19894946,2.358231,0.16861379,0.38696968,0.19716462
C,6.43,-0.17546022,2.3386076,0.14902275,0.36839096,0.19677215
C,6.44,-0.15220351,2.3118213,0.12884359,0.34849991,0.19623643
C,6.45,-0.12925021,2.2780214,0.10815595,0.32812927,0.19556043
C,6.46,-0.10666958,2.237391,0.087041461,0.30692511,0.19474782
C,6.47,-0.084528838,2.1901465,0.06558346,0.28524964,0.19380293
C,6.48,-0.062892909,2.136537,0.043866632,0.26308772,0.19273074
C,6.49,-0.041824052,2.0768422,0.021976682,0.2405056,0.19153684
C,6.5,-0.02138158,2.0113716,4.2862638e-17,0.21759182,0.19022743
C,6.51,-0.001621574,1.9404618,-0.021976682,0.19445929,0.18880924
C,6.52,0.017403384,1.8644751,-0.043866632,0.17128338,0.1872895
C,6.53,0.035644455,1.7837974,-0.06558346,0.14793897,0.18567595
C,6.54,0.053056766,1.6988354,-0.087041461,0.12472803,0.18397671
C,6.55,0.06959961,1.610015,-0.10815595,0.10179121,0.1822003
C,6.56,0.085236626,1.5177791,-0.12884359,0.079031137,0.18035558
C,6.57,0.099935955,1.4225845,-0.14902275,0.056450083,0.17845169
C,6.58,0.11367037,1.3249005,-0.16861379,0.034488981,0.17649801
C,6.59,0.12641739,1.2252061,-0.18753938,0.012910226,0.17450412
C,6.6,0.13815937,1.1239875,-0.20572484,-0.008070314,0.17247975
C,6.61,0.14888353,1.0217363,-0.2230984,-0.028090806,0.17043473
C,6.62,0.15858205,0.91894646,-0.23959149,-0.047629205,0.16837893
C,6.63,0.16725203,0.81611235,-0.25513902,-0.066251521,0.16632226
C,6.64,0.17489553,0.71372632,-0.26967963,-0.083878574,0.16427459
C,6.65,0.18151948,0.61227621,-0.28315595,-0.1005961,0.162246
C,6.66,0.1871357,0.51224241,-0.29551477,-0.1162456,0.1602484
C,6.67,0.1917607,0.41409079,-0.30670734,-0.13072683,0.15830712
C,6.68,0.1954155,0.31823863,-0.31668947,-0.14402759,0.15653689
C,6.69,0.19812434,0.22485134,-0.32542177,-0.15575155,0.15561123
C,6.7,0.19990774,0.13259931,-0.33286978,-0.16528212,0.15970309
C,6.71,0.2007356,0.028817307,-0.33900411,-0.16510086,0.20677114
C,6.72,0.20077122,0.0020923416,-0.34380054,-0.20148907,0.24594351
C,6.73,0.20077531,0.00014486302,-0.34724015,-0.26190835,0.24971359
C,6.74,0.20077436,0.0018559822,-0.34930935,-0.31299771,0.2463932
C,6.75,0.20076915,-0.0014019381,-0.35,-0.36112094,-0.24726311
C,6.76,0.20076091,-0.0028507152,-0.34930935,-0.40901158,-0.24451507
C,6.77,0.20074782,-0.00048622443,-0.34724015,-0.4575792,-0.24904199
C,6.78,0.20072778,-0.0015873625,-0.34380054,-0.50638553,-0.24690689
C,6.79,0.20067664,-0.015597723,-0.33900411,-0.55011595,-0.22351344
C,6.8,0.20011966,-0.10672841,-0.33286978,-0.54227968,-0.16396413
C,6.81,0.19845054,-0.22499275,-0.32542177,-0.51161998,-0.15561092
C,6.82,0.19565775,-0.32941538,-0.31668947,-0.49021714,-0.15672594
C,6.83,0.19191829,-0.41429682,-0.30670734,-0.47601182,-0.15831114
C,6.84,0.18743022,-0.47944032,-0.29551477,-0.4646704,-0.15959566
C,6.85,0.18238629,-0.52588482,-0.28315595,-0.45377061,-0.1605204
C,6.86,0.17696592,-0.55518375,-0.26967963,-0.44223164,-0.16110518
C,6.87,0.17133176,-0.56909271,-0.25513902,-0.42979163,-0.16138299
C,6.88,0.16562875,-0.56938054,-0.23959149,-0.41623068,-0.16138874
C,6.89,0.15998455,-0.55771499,-0.2230984,-0.40120873,-0.16115573
C,6.9,0.15451094,-0.53560108,-0.20572484,-0.38511151,-0.16071425
C,6.91,0.14930561,-0.50435603,-0.18753938,-0.3679976,-0.16009128
C,6.92,0.144454,-0.46510856,-0.16861379,-0.34959203,-0.15931129
C,6.93,0.1400312,-0.41881215,-0.14902275,-0.33043135,-0.15839927
C,6.94,0.13610353,-0.36626289,-0.12884359,-0.31050708,-0.15739113
C,6.95,0.13273015,-0.30810556,-0.10815595,-0.28967021,-0.15637289
C,6.96,0.12996468,-0.24477767,-0.087041461,-0.26836347,-0.15564353
C,6.97,0.1278586,-0.17616845,-0.06558346,-0.24690722,-0.15647336
C,6.98,0.12647358,-0.099720831,-0.043866632,-0.2272092,-0.16560372
C,6.99,0.12595797,-0.0018065954,-0.021976682,-0.22077693,-0.24648744
C,7,0.12595196,0.0016357062,-8.5725276e-17,-0.14960995,0.24681423
C,7.01,0.12594856,-7.8375774e-05,0.021976682,-0.072431991,-0.24984494
C,7.02,0.12594951,0.0012134024,0.043866632,0.0031359246,0.24762667
C,7.03,0.12595737,-0.0010109367,0.06558346,0.08238001,-0.24801865
C,7.04,0.12597099,0.00092951325,0.087041461,0.16786886,0.24817674
C,7.05,0.12599542,0.0056667971,0.10815595,0.25923904,0.2393984
C,7.06,0.12642976,0.10057413,0.12884359,0.30284349,0.1653905
C,7.07,0.12822382,0.25934707,0.14902275,0.30322916,0.15574585
C,7.08,0.13164127,0.42190903,0.16861379,0.31084894,0.15845982
C,7.09,0.13665656,0.57818195,0.18753938,0.32592912,0.16156459
C,7.1,0.14318753,0.72475476,0.20572484,0.34414518,0.16449515
C,7.11,0.151128,0.86003983,0.2230984,0.36360265,0.1672008
C,7.12,0.16036201,0.98357128,0.23959149,0.38313249,0.16967143
C,7.13,0.17077277,1.0955853,0.25513902,0.40180948,0.17191171
C,7.14,0.18224806,1.1967133,0.26967963,0.41983921,0.17393427
C,7.15,0.19468305,1.2877636,0.28315595,0.43676357,0.17575527
C,7.16,0.20798119,1.3695749,0.29551477,0.45238938,0.1773915
C,7.17,0.2220541,1.4429236,0.30670734,0.46683368,0.17885847
C,7.18,0.23682062,1.5084727,0.31668947,0.47984931,0.18016945
C,7.19,0.25220553,1.5667504,0.32542177,0.49165256,0.18133501
C,7.2,0.26813819,1.6181477,0.33286978,0.50197184,0.18236295
C,7.21,0.28455125,1.6629294,0.33900411,0.5108581,0.18325859
C,7.22,0.30137941,1.7012518,0.34380054,0.51815766,0.18402504
C,7.23,0.3185585,1.7331844,0.34724015,0.52402462,0.18466369
C,7.24,0.33602469,1.758731,0.34930935,0.52860031,0.18517462
C,7.25,0.35371394,1.777851,0.35,0.53157959,0.18555702
C,7.26,0.37156165,1.7904772,0.34930935,0.53288011,0.18580954
C,7.27,0.38950251,1.7965317,0.34724015,0.53286261,0.18593063
C,7.28,0.4074704,1.7959392,0.34380054,0.53110348,0.18591878
C,7.29,0.42539853,1.7886365,0.33900411,0.52809928,0.18577273
C,7.3,0.44321955,1.774581,0.33286978,0.52350179,0.18549162
C,7.31,0.46086583,1.753756,0.32542177,0.51740515,0.18507512
C,7.32,0.47826972,1.7261746,0.31668947,0.50995479,0.18452349
C,7.33,0.49536386,1.6918823,0.30670734,0.50112457,0.18383765
C,7.34,0.5120815,1.6509583,0.29551477,0.49073886,0.18301917
C,7.35,0.52835687,1.6035156,0.28315595,0.47916404,0.18207031
C,7.36,0.5441255,1.5497012,0.26967963,0.46615861,0.18099402
C,7.37,0.55932456,1.4896948,0.25513902,0.45193763,0.1797939
C,7.38,0.57389316,1.4237083,0.23959149,0.4365676,0.17847417
C,7.39,0.58777271,1.3519838,0.2230984,0.42008756,0.17703968
C,7.4,0.60090716,1.2747922,0.20572484,0.40257776,0.17549584
C,7.41,0.61324334,1.1924318,0.18753938,0.38390413,0.17384864
C,7.42,0.62473117,1.1052258,0.16861379,0.36439868,0.17210452
C,7.43,0.63532391,1.0135213,0.14902275,0.34415799,0.17027043
C,7.44,0.64497844,0.91768638,0.12884359,0.32313088,0.16835373
C,7.45,0.65365539,0.8181089,0.10815595,0.30121866,0.16636219
C,7.46,0.66131937,0.71519401,0.087041461,0.27885924,0.16430394
C,7.47,0.66793911,0.60936211,0.06558346,0.25591631,0.16218775
C,7.48,0.67348762,0.50104586,0.043866632,0.23250822,0.16002536
C,7.49,0.67794227,0.39067983,0.021976682,0.20894261,0.15785402
C,7.5,0.68128451,0.27862058,1.2858791e-16,0.18509047,0.15595254
C,7.51,0.68349661,0.16437819,-0.021976682,0.16172879,0.15702204
C,7.52,0.68452504,0.037281223,-0.043866632,0.14461761,0.19818942
C,7.53,0.68456804,0.0023078324,-0.06558346,0.078477224,0.24553539
C,7.54,0.68456582,-0.0019598861,-0.087041461,-0.022833595,-0.24619525
C,7.55,0.68455639,-0.00063519096,-0.10815595,-0.11844638,-0.24875036
C,7.56,0.68453872,-0.0028865503,-0.12884359,-0.21549484,-0.24444811
