group,t,q,qd,tau_ext_true,r,tau_f_true
B,1.8,-0.19541183,-0.0027886404,0,-0.20582427,-0.24463117
B,1.81,-0.19543279,-0.0039988757,0,-0.20662699,-0.24239369
B,1.82,-0.19545437,-0.0010668912,0,-0.20734997,-0.24791016
B,1.83,-0.19547562,-0.0037137108,0,-0.20802446,-0.24291598
B,1.84,-0.19549693,-0.0021386369,0,-0.20873188,-0.24585568
B,1.85,-0.19551855,-0.0013071575,0,-0.2093981,-0.24744571
B,1.86,-0.19554041,-0.0012025868,0,-0.20997424,-0.24764757
B,1.87,-0.19556198,-0.0017498012,0,-0.2107822,-0.24659592
B,1.88,-0.19558419,-0.0030820435,0,-0.21136143,-0.24408369
B,1.89,-0.19560427,0.00011816671,0,-0.21259339,0.24976631
B,1.9,-0.19562769,-0.0027770553,0,-0.21277996,-0.24465285
B,1.91,-0.19565059,-0.0013583031,0,-0.21354118,-0.24734713
B,1.92,-0.19567168,-0.00037094728,0,-0.21445037,-0.24926827
B,1.93,-0.19569384,-0.00022520666,0,-0.2153652,-0.2495551
B,1.94,-0.19571711,-0.00092595597,0,-0.21563994,-0.24818365
B,1.95,-0.19573983,-0.0022313237,0,-0.21634141,-0.24568009
B,1.96,-0.19576189,-0.004131231,0,-0.21737935,-0.24215229
B,1.97,-0.19578521,-0.001968104,0,-0.21766496,-0.24617962
B,1.98,-0.19580747,-0.00034013194,0,-0.2188079,-0.24932885
B,1.99,-0.19582998,-0.0043601005,0,-0.21931746,-0.2417364
B,2,-0.19585353,-0.0042846999,0,-0.21985877,-0.2418732
B,2.01,-0.19587557,0.00014241581,0,-0.21529864,0.24971842
B,2.02,-0.19589751,-0.0041899036,0,-0.21236005,-0.24204549
B,2.03,-0.19591921,-0.0024823106,0,-0.21045444,-0.24520625
B,2.04,-0.19594055,-0.0045755016,0,-0.20917719,-0.24134673
B,2.05,-0.19596278,-0.00078372428,0,-0.20782857,-0.24846045
B,2.06,-0.1959841,-0.000711329,0,-0.20674997,-0.24860164
B,2.07,-0.19600545,0.00043429432,0,-0.20584949,0.24914386
B,2.08,-0.19602782,-0.0024116814,0,-0.20435857,-0.24533935
B,2.09,-0.19604807,-0.0038829598,0,-0.20354022,-0.24260563
B,2.1,-0.19606829,-0.004281102,0,-0.2025079,-0.24187973
B,2.11,-0.19608984,-0.0037973028,0,-0.20107723,-0.24276257
B,2.12,-0.19611074,-0.0021461373,0,-0.19999697,-0.24584146
B,2.13,-0.19613103,-0.0042673438,0,-0.19911148,-0.24190472
B,2.14,-0.19615111,-0.00036110586,0,-0.19801743,-0.24928761
B,2.15,-0.19617184,-0.00040861785,0,-0.19688328,-0.24919427
B,2.16,-0.19619245,-0.0042970471,0,-0.19582019,-0.24185078
B,2.17,-0.19621238,-0.00209382,0,-0.19467055,-0.24594071
B,2.18,-0.19623177,-0.0036793464,0,-0.19366573,-0.24297913
B,2.19,-0.1962506,-0.0041288999,0,-0.19267345,-0.24215654
B,2.2,-0.19627187,-0.0038625056,0,-0.19129525,-0.24264308
B,2.21,-0.19629211,-0.0023763259,0,-0.19034897,-0.24540605
B,2.22,-0.19631121,0.00033126724,0,-0.18941839,0.24934628
B,2.23,-0.19633022,-0.0008194892,0,-0.18833118,-0.24839077
B,2.24,-0.19634925,-0.00091686053,0,-0.18733295,-0.24820133
B,2.25,-0.19636717,0.00019733109,0,-0.18634354,0.24961006
B,2.26,-0.19638566,-0.0026476519,0,-0.18514214,-0.24489541
B,2.27,-0.19640499,0.00036514214,0,-0.18406875,0.24927968
B,2.28,-0.19642386,-0.0004258632,0,-0.18303283,-0.24916041
B,2.29,-0.19644234,-0.00011000906,0,-0.18203752,-0.24978242
B,2.3,-0.19646058,-0.0036362713,0,-0.18073533,-0.24305834
B,2.31,-0.19647922,-0.0012412016,0,-0.17980873,-0.24757298
B,2.32,-0.19649676,-0.0025692135,0,-0.17870859,-0.24504274
B,2.33,-0.19651467,-0.002906174,0,-0.17758317,-0.24441147
B,2.34,-0.19653217,-0.0021425062,0,-0.17685807,-0.24584835
B,2.35,-0.1965516,-0.0006060342,0,-0.17535039,-0.24880737
B,2.36,-0.19656977,-0.0027576527,0,-0.17452465,-0.24468918
B,2.37,-0.19658738,-0.003785646,0,-0.17350522,-0.24278394
B,2.38,-0.19660521,-0.0038017386,0,-0.17241231,-0.24275443
B,2.39,-0.19662276,-0.0027344111,0,-0.17119377,-0.24473272
B,2.4,-0.19663993,-0.00057237112,0,-0.17025562,-0.24887323
B,2.41,-0.19665745,-0.0023441481,0,-0.16917585,-0.24546679
B,2.42,-0.19667417,-0.0029616961,0,-0.1682649,-0.24430786
B,2.43,-0.19669085,-0.0025376359,0,-0.16719009,-0.24510212
B,2.44,-0.19670741,-0.0010662021,0,-0.16608129,-0.24791149
B,2.45,-0.19672274,-0.0033105691,0,-0.16520159,-0.24365951
B,2.46,-0.19674056,4.0505696e-05,0,-0.16381671,0.24991983
B,2.47,-0.19675852,-0.00050136592,0,-0.16281926,-0.24901231
B,2.48,-0.19677502,0.00020233297,0,-0.16189315,0.2496002
B,2.49,-0.19679158,-0.0029959541,0,-0.16078951,-0.24424399
B,2.5,-0.19680682,-5.0470285e-05,0,-0.15979568,-0.24990012
B,2.51,-0.19682121,-0.00099873553,0,-0.15320667,-0.24804232
B,2.52,-0.19683727,0.00061156318,0,-0.14886843,0.24879655
B,2.53,-0.19685144,0.00035962671,0,-0.14535994,0.24929052
B,2.54,-0.19686576,-0.002055324,0,-0.14202001,-0.2460138
B,2.55,-0.19687984,-0.0016497962,0,-0.1389446,-0.24678725
B,2.56,-0.19689393,-0.0033872905,0,-0.13633693,-0.24351754
B,2.57,-0.19690738,-0.0022479577,0,-0.13334514,-0.24564861
B,2.58,-0.19692013,-0.0031571947,0,-0.13067897,-0.24394398
B,2.59,-0.19693309,-0.0013220272,0,-0.12768749,-0.24741704
B,2.6,-0.19694267,-0.0011700963,0,-0.12474228,-0.24771038
B,2.61,-0.19695549,0.0012844855,0,-0.12226492,0.24748944
B,2.62,-0.19696796,-0.00329691,0,-0.1192757,-0.24368481
B,2.63,-0.19697936,-3.093923e-05,0,-0.11663996,-0.24993876
B,2.64,-0.19699082,0.0010590066,0,-0.11372444,0.24792544
B,2.65,-0.19700181,5.5185808e-05,0,-0.11099953,0.24989079
B,2.66,-0.19701141,-0.0029218592,0,-0.10837429,-0.24438219
B,2.67,-0.1970218,-0.0032669779,0,-0.10539278,-0.24374027
B,2.68,-0.19703202,-0.00083468912,0,-0.10277248,-0.24836117
B,2.69,-0.19704159,-0.00048646436,0,-0.099837681,-0.24904152
B,2.7,-0.19705091,-0.0022845491,0,-0.0970905,-0.2455794
B,2.71,-0.1970605,-0.001378148,0,-0.094213894,-0.24730891
B,2.72,-0.19706871,-0.0024606377,0,-0.091613529,-0.24524707
B,2.73,-0.19707639,-0.00073113248,0,-0.089021967,-0.248563
B,2.74,-0.19708374,-0.0011566021,0,-0.085869733,-0.24773648
B,2.75,-0.19709767,0.00021627047,0,-0.082812715,0.24957272
B,2.76,-0.1971069,0.00011413616,0,-0.080554453,0.24977427
B,2.77,-0.19711508,-0.002026614,0,-0.077762608,-0.24606835
B,2.78,-0.19712196,-0.0012549209,0,-0.074991032,-0.24754649
B,2.79,-0.19712982,-0.0028268882,0,-0.07199804,-0.24455962
B,2.8,-0.19713611,-0.0014451042,0,-0.069459398,-0.24718006
B,2.81,-0.19714246,-0.0022833351,0,-0.066717429,-0.2455817
B,2.82,-0.1971492,-0.0004628748,0,-0.063811522,-0.24908778
B,2.83,-0.19715476,-0.00067806619,0,-0.06123375,-0.24866658
B,2.84,-0.19715994,0.0018701341,0,-0.05843178,0.24636622
B,2.85,-0.19716523,-0.0027453934,0,-0.055658942,-0.24471214
B,2.86,-0.19716947,0.00042246501,0,-0.052978438,0.24916708
B,2.87,-0.19717493,0.0011909672,0,-0.050252175,0.24767003
B,2.88,-0.19717984,-0.00018166447,0,-0.047439372,-0.24964096
B,2.89,-0.19718438,0.0011990071,0,-0.04478811,0.24765449
B,2.9,-0.19718818,0.00046015863,0,-0.042031974,0.24909311
B,2.91,-0.19719142,-0.0024311866,0,-0.039325608,-0.24530257
B,2.92,-0.19719493,-0.0026722018,0,-0.036602208,-0.24484934
B,2.93,-0.19719805,-0.00016825212,0,-0.033776857,-0.24966743
B,2.94,-0.19720069,0.00016680479,0,-0.031083699,0.24967028
B,2.95,-0.1972045,-0.0019047593,0,-0.028482163,-0.24630023
B,2.96,-0.19720652,-0.0010305486,0,-0.025747791,-0.24798061
B,2.97,-0.19720823,-0.0023626931,0,-0.022827431,-0.24543178
B,2.98,-0.19720924,-0.00092001401,0,-0.020380046,-0.2481952
B,2.99,-0.19721067,-0.0017930095,0,-0.01752477,-0.24651338
B,3,-0.1972117,6.3953003e-05,0,-0.014587935,0.24987345
B,3.01,-0.19721021,-0.00035351542,0,0.007161288,-0.24930253
B,3.02,-0.19720729,-0.0015703994,0,0.021862225,-0.24693942
B,3.03,-0.19720269,0.0013669811,0,0.033353257,0.24733041
B,3.04,-0.1971992,-0.0018027538,0,0.04351273,-0.24649477
B,3.05,-0.19719322,-0.00071108277,0,0.052857057,-0.24860212
B,3.06,-0.19718601,-0.00048447909,0,0.061861276,-0.24904541
B,3.07,-0.19717869,-0.0012951056,0,0.071268621,-0.24746895
B,3.08,-0.19717072,0.0018704228,0,0.079783341,0.24636567
B,3.09,-0.19716187,-0.00082970777,0,0.089135964,-0.24837087
B,3.1,-0.19715068,0.00066612857,0,0.097786555,0.2486899
B,3.11,-0.19713885,0.0011648079,0,0.10664814,0.24772061
B,3.12,-0.19712671,0.000614793,0,0.11582688,0.24879024
B,3.13,-0.19711405,-0.00095575041,0,0.12441459,-0.24812577
B,3.14,-0.19709936,0.0015939639,0,0.1329765,0.24689423
B,3.15,-0.19708593,0.0028519562,0,0.14194992,0.24451275
B,3.16,-0.19707132,0.003169454,0,0.15080309,0.24392121
B,3.17,-0.19705439,0.0026897618,0,0.15974663,0.24481641
B,3.18,-0.19703773,0.0010423402,0,0.16856485,0.24795775
B,3.19,-0.19701856,0.0035373119,0,0.17729721,0.24324058
B,3.2,-0.19699887,2.0265515e-05,0,0.18619214,0.24995988
B,3.21,-0.19697818,0.00041088163,0,0.19486554,0.24918982
B,3.22,-0.19695648,-0.00023432361,0,0.20387235,-0.24953714
B,3.23,-0.19693226,0.0032204686,0,0.21227385,0.24382652
B,3.24,-0.1969093,0.0003763251,0,0.22147615,0.2492577
B,3.25,-0.19688092,0.0020162008,0,0.22972075,0.24608814
B,3.26,-0.19683954,0.0090305719,0,0.23489232,0.23365658
B,3.27,-0.19663818,0.035993997,0,0.22742124,0.19940095
B,3.28,-0.19603351,0.086253358,0,0.20315421,0.16954118
B,3.29,-0.19491937,0.13396432,0,0.17968803,0.1595405
B,3.3,-0.19340339,0.16614167,0,0.16567351,0.15692789
B,3.31,-0.19164549,0.18298188,0,0.15896846,0.15623382
B,3.32,-0.18978202,0.18801188,0,0.15617788,0.15608806
B,3.33,-0.18791228,0.18488309,0,0.15540943,0.1561758
B,3.34,-0.18610195,0.17662196,0,0.15541895,0.15645579
B,3.35,-0.1843902,0.16552122,0,0.15576718,0.15696049
B,3.36,-0.18279667,0.15321289,0,0.15664003,0.15773311
B,3.37,-0.1813275,0.1407945,0,0.15758859,0.15880103
B,3.38,-0.17998,0.12896305,0,0.15888048,0.16016226
B,3.39,-0.178746,0.11813689,0,0.16015291,0.16177895
B,3.4,-0.17761412,0.10855627,0,0.16171502,0.16357605
B,3.41,-0.17657115,0.10035965,0,0.16352368,0.16544372
B,3.42,-0.17560276,0.093636343,0,0.16519494,0.16724312
B,3.43,-0.17469387,0.088456986,0,0.16712213,0.1688171
B,3.44,-0.17382871,0.084882519,0,0.16862139,0.17000898
B,3.45,-0.17299101,0.082951259,0,0.16983357,0.17069147
B,3.46,-0.17216436,0.08264586,0,0.17054082,0.17080196
B,3.47,-0.171333,0.08384993,0,0.17070313,0.17037042
B,3.48,-0.17048296,0.086315531,0,0.17051003,0.16952028
B,3.49,-0.16960344,0.08966658,0,0.16967171,0.16843382
B,3.5,-0.16868784,0.093448414,0,0.16933175,0.16729724
B,3.51,-0.16729255,0.18217438,0,0.17010079,0.15625958
B,3.52,-0.16510818,0.25021682,0,0.1595255,0.15567522
B,3.53,-0.16235375,0.29697103,0,0.1552787,0.15620278
B,3.54,-0.15922218,0.32655014,0,0.15410571,0.15667676
B,3.55,-0.15586354,0.34317618,0,0.15433079,0.15696805
B,3.56,-0.15238841,0.35049277,0,0.15481847,0.15710015
B,3.57,-0.14887436,0.35146072,0,0.15544711,0.15711778
B,3.58,-0.14537271,0.3483886,0,0.15596663,0.15706195
B,3.59,-0.14191465,0.34300882,0,0.15630159,0.15696505
B,3.6,-0.13851661,0.33656905,0,0.15659329,0.15685067
B,3.61,-0.13518457,0.32992489,0,0.15665214,0.15673474
B,3.62,-0.13191758,0.32362603,0,0.15677627,0.15662705
B,3.63,-0.12871041,0.31799197,0,0.15660874,0.1565328
B,3.64,-0.12555553,0.31317559,0,0.15679173,0.15645397
B,3.65,-0.12244448,0.30921472,0,0.15660682,0.15639045
B,3.66,-0.11936886,0.30607246,0,0.15649739,0.15634098
B,3.67,-0.11632085,0.30366759,0,0.15664415,0.1563037
B,3.68,-0.1132936,0.30189682,0,0.15649425,0.15627658
B,3.69,-0.11028132,0.30065027,0,0.15649683,0.15625768
B,3.7,-0.1072793,0.29982166,0,0.15630122,0.15624519
B,3.71,-0.10428388,0.29931453,0,0.15619293,0.15623759
B,3.72,-0.10129226,0.29904538,0,0.15632502,0.15623356
B,3.73,-0.09830243,0.29894482,0,0.15617955,0.15623206
B,3.74,-0.095312994,0.29895723,0,0.15626195,0.15623224
B,3.75,-0.092323049,0.29903965,0,0.15632316,0.15623348
B,3.76,-0.089332065,0.2991601,0,0.15626293,0.15623528
B,3.77,-0.086339784,0.29929579,0,0.15619295,0.15623731
B,3.78,-0.083346137,0.29943133,0,0.15621381,0.15623934
B,3.79,-0.080351178,0.29955707,0,0.15624929,0.15624122
B,3.8,-0.077355034,0.29966767,0,0.15628146,0.15624288
B,3.81,-0.074357872,0.29976085,0,0.15624754,0.15624428
B,3.82,-0.071359868,0.29983643,0,0.15624607,0.15624542
B,3.83,-0.068361192,0.29989556,0,0.15621909,0.1562463
B,3.84,-0.065362,0.29994013,0,0.1563289,0.15624697
B,3.85,-0.062362427,0.29997238,0,0.15630467,0.15624746
B,3.86,-0.059362583,0.29999459,0,0.15626099,0.15624779
B,3.87,-0.056362559,0.30000892,0,0.15623649,0.15624801
B,3.88,-0.053362424,0.30001727,0,0.15625338,0.15624813
B,3.89,-0.050362228,0.30002127,0,0.15619683,0.1562482
B,3.9,-0.047362008,0.30002226,0,0.15627478,0.15624821
B,3.91,-0.044361789,0.30002129,0,0.15626957,0.1562482
B,3.92,-0.041361586,0.30001915,0,0.15628153,0.15624816
B,3.93,-0.038361408,0.30001644,0,0.15627151,0.15624812
B,3.94,-0.035361258,0.30001357,0,0.15627045,0.15624808
B,3.95,-0.032361137,0.30001079,0,0.15628345,0.15624804
B,3.96,-0.029361042,0.30000828,0,0.15632522,0.156248
B,3.97,-0.02636097,0.30000611,0,0.15625752,0.15624797
B,3.98,-0.023360919,0.30000431,0,0.15620904,0.15624794
B,3.99,-0.020360883,0.30000287,0,0.15631011,0.15624792
B,4,-0.01736086,0.30000177,0,0.19483872,0.1562479
B,4.01,0.0062624613,4.0370582,0.021976682,0.40676446,0.23074116
B,4.02,0.057683595,5.9761766,0.043866632,0.16216091,0.26952353
B,4.03,0.12171736,6.6518572,0.06558346,0.13114822,0.28303714
B,4.04,0.18796068,6.4885669,0.087041461,0.17573586,0.27977134
B,4.05,0.24974438,5.8117701,0.10815595,0.23614646,0.2662354
B,4.06,0.30321221,4.8618855,0.12884359,0.28985061,0.24723771
B,4.07,0.34654504,3.8090684,0.14902275,0.33099911,0.22618137
B,4.08,0.37933097,2.7674544,0.16861379,0.36000936,0.20534909
B,4.09,0.40207165,1.8080491,0.18753938,0.37913662,0.18616098
B,4.1,0.41580863,0.96985233,0.20572484,0.39165555,0.16939705
B,4.11,0.42185153,0.26905358,0.2230984,0.39962222,0.15584136
B,4.12,0.42205844,-0.1345429,0.23959149,0.31597547,-0.15947313
B,4.13,0.41936545,-0.39875368,0.25513902,0.19437793,-0.15800947
B,4.14,0.41415271,-0.63558534,0.26967963,0.14758077,-0.16271201
B,4.15,0.40676179,-0.83368437,0.28315595,0.13287964,-0.16667369
B,4.16,0.39760387,-0.98916144,0.29551477,0.13165252,-0.16978323
B,4.17,0.38710679,-1.1022277,0.30670734,0.13614501,-0.17204455
B,4.18,0.37568226,-1.1756618,0.31668947,0.14238677,-0.17351324
B,4.19,0.36370612,-1.2136761,0.32542177,0.14940408,-0.17427352
B,4.2,0.35150842,-1.2211078,0.33286978,0.15594581,-0.17442216
B,4.21,0.33937004,-1.2028711,0.33900411,0.16219167,-0.17405742
B,4.22,0.3275239,-1.1636109,0.34380054,0.16778127,-0.17327222
B,4.23,0.31615868,-1.1075074,0.34724015,0.17248882,-0.17215015
B,4.24,0.30542401,-1.0381875,0.34930935,0.17640165,-0.17076375
B,4.25,0.29543616,-0.95871061,0.35,0.17942325,-0.16917421
B,4.26,0.28628352,-0.87160079,0.34930935,0.18134718,-0.16743202
B,4.27,0.27803171,-0.77890529,0.34724015,0.1822925,-0.16557812
B,4.28,0.27072799,-0.68226573,0.34380054,0.18181937,-0.16364543
B,4.29,0.26440495,-0.58299135,0.33900411,0.18041252,-0.16166069
B,4.3,0.25908345,-0.48212736,0.33286978,0.17763235,-0.15964904
B,4.31,0.25477502,-0.38050731,0.32542177,0.17356073,-0.15765969
B,4.32,0.25148393,-0.27873237,0.31668947,0.16820296,-0.15595393
B,4.33,0.24921124,-0.1766508,0.30670734,0.16108271,-0.15645468
B,4.34,0.2479781,-0.068540376,0.29551477,0.14914745,-0.17676099
B,4.35,0.24780107,-0.00032070093,0.28315595,0.15106361,-0.24936706
B,4.36,0.24780057,-0.00054926171,0.26967963,0.2091537,-0.24891847
B,4.37,0.24780499,0.0027916048,0.25513902,0.25824586,0.24462562
B,4.38,0.24781517,0.0017055846,0.23959149,0.30476083,0.24668047
B,4.39,0.24783185,0.0025100603,0.2230984,0.35317331,0.24515401
B,4.4,0.2478638,0.0072104162,0.20572484,0.40339559,0.23671495
B,4.41,0.24828224,0.094339894,0.18753938,0.40835014,0.16704243
B,4.42,0.24995368,0.2407098,0.16861379,0.37041346,0.15562557
B,4.43,0.25310648,0.38702638,0.14902275,0.33864611,0.15778401
B,4.44,0.25767153,0.52245519,0.12884359,0.3141066,0.160452
B,4.45,0.26352069,0.64362635,0.10815595,0.2930883,0.16287278
B,4.46,0.27050294,0.74910209,0.087041461,0.27311636,0.16498207
B,4.47,0.2784591,0.83859031,0.06558346,0.25343804,0.16677181
B,4.48,0.287231,0.91251633,0.043866632,0.2336659,0.16825033
B,4.49,0.29666697,0.97171428,0.021976682,0.21358581,0.16943429
B,4.5,0.30662483,1.0172085,4.2862638e-17,0.19309237,0.17034417
B,4.51,0.31697294,1.0500658,-0.021976682,0.17240055,0.17100132
B,4.52,0.32759013,1.0713035,-0.043866632,0.1514761,0.17142607
B,4.53,0.33836493,1.0818372,-0.06558346,0.13027499,0.17163674
B,4.54,0.34919441,1.0824592,-0.087041461,0.10899145,0.17164918
B,4.55,0.35998291,1.0738356,-0.10815595,0.08774655,0.17147671
B,4.56,0.37064084,1.0565163,-0.12884359,0.066615192,0.17113033
B,4.57,0.38108361,1.0309525,-0.14902275,0.045756375,0.17061905
B,4.58,0.39123071,0.99751627,-0.16861379,0.025120488,0.16995033
B,4.59,0.40100503,0.95652183,-0.18753938,0.0048398433,0.16913044
B,4.6,0.41033241,0.90824453,-0.20572484,-0.014817632,0.16816489
B,4.61,0.41914131,0.85293804,-0.2230984,-0.034072131,0.16705876
B,4.62,0.42736269,0.79084871,-0.23959149,-0.052668439,0.16581699
B,4.63,0.43492997,0.72222701,-0.25513902,-0.070435138,0.16444459
B,4.64,0.44177915,0.64733631,-0.26967963,-0.087417764,0.16294696
B,4.65,0.44784895,0.56645898,-0.28315595,-0.10345773,0.16133038
B,4.66,0.45308101,0.47989948,-0.29551477,-0.11881607,0.15960478
B,4.67,0.45742015,0.38797922,-0.30670734,-0.13301304,0.15780225
B,4.68,0.46081426,0.29098288,-0.31668947,-0.14613074,0.15611652
B,4.69,0.46321256,0.18871946,-0.32542177,-0.15783759,0.1560695
B,4.7,0.46454714,0.07628717,-0.33286978,-0.165134,0.17327168
B,4.71,0.46475503,-0.0010489972,-0.33900411,-0.1868078,-0.24794484
B,4.72,0.46475359,0.0010817572,-0.34380054,-0.27522469,0.24788136
B,4.73,0.46474667,-0.0014532842,-0.34724015,-0.35619813,-0.24716433
B,4.74,0.46473208,-0.00015922428,-0.34930935,-0.43838748,-0.24968524
B,4.75,0.46470195,-0.011824397,-0.35,-0.52361804,-0.22917603
B,4.76,0.46404045,-0.13879787,-0.34930935,-0.54166172,-0.15900494
B,4.77,0.46173894,-0.32241534,-0.34724015,-0.5240243,-0.15660663
B,4.78,0.4575503,-0.51364915,-0.34380054,-0.51342099,-0.16027644
B,4.79,0.45145324,-0.70309359,-0.33900411,-0.50768361,-0.16406195
B,4.8,0.44349213,-0.885911,-0.33286978,-0.50338094,-0.16771822
B,4.81,0.43374872,-1.0593225,-0.32542177,-0.49950325,-0.17118645
B,4.82,0.42232486,-1.2219718,-0.31668947,-0.49490372,-0.17443944
B,4.83,0.40933087,-1.3734533,-0.30670734,-0.48937112,-0.17746907
B,4.84,0.39487784,-1.5139525,-0.29551477,-0.48277749,-0.18027905
B,4.85,0.37907321,-1.6439795,-0.28315595,-0.47470074,-0.18287959
B,4.86,0.36201849,-1.7641828,-0.26967963,-0.46532516,-0.18528366
B,4.87,0.34380853,-1.8752237,-0.25513902,-0.45475944,-0.18750447
B,4.88,0.32453188,-1.9776995,-0.23959149,-0.44289519,-0.18955399
B,4.89,0.30427159,-2.0721024,-0.2230984,-0.42980497,-0.19144205
B,4.9,0.28310643,-2.1588033,-0.20572484,-0.41557585,-0.19317607
B,4.91,0.26111206,-2.2380525,-0.18753938,-0.40028678,-0.19476105
B,4.92,0.23836218,-2.3099915,-0.16861379,-0.38406567,-0.19619983
B,4.93,0.21492959,-2.3746705,-0.14902275,-0.36682889,-0.19749341
B,4.94,0.19088694,-2.4320682,-0.12884359,-0.34891721,-0.19864136
B,4.95,0.16630737,-2.4821118,-0.10815595,-0.32997646,-0.19964224
B,4.96,0.14126493,-2.524696,-0.087041461,-0.31042677,-0.20049392
B,4.97,0.11583483,-2.5597,-0.06558346,-0.29038256,-0.201194
B,4.98,0.090093495,-2.5870011,-0.043866632,-0.26986212,-0.20174002
B,4.99,0.064118528,-2.6064867,-0.021976682,-0.24880604,-0.20212973
B,5,0.037988576,-2.6180635,-8.5725276e-17,-0.22745315,-0.20236127
B,5.01,0.01178309,-2.6216644,0.021976682,-0.20574784,-0.20243329
B,5.02,-0.014417961,-2.6172536,0.043866632,-0.18387595,-0.20234507
B,5.03,-0.040534424,-2.6048299,0.06558346,-0.16206625,-0.2020966
B,5.04,-0.066486321,-2.584429,0.087041461,-0.1401687,-0.20168858
B,5.05,-0.092194218,-2.5561245,0.10815595,-0.11823634,-0.20112249
B,5.06,-0.11757961,-2.5200285,0.12884359,-0.096769279,-0.20040057
B,5.07,-0.14256532,-2.4762908,0.14902275,-0.075283489,-0.19952582
B,5.08,-0.16707583,-2.4250983,0.16861379,-0.054154532,-0.19850197
B,5.09,-0.19103769,-2.3666739,0.18753938,-0.033510751,-0.19733348
B,5.1,-0.21437986,-2.3012753,0.20572484,-0.013440197,-0.19602551
B,5.11,-0.23703404,-2.2291929,0.2230984,0.0060762584,-0.19458386
B,5.12,-0.25893499,-2.1507485,0.23959149,0.02488492,-0.19301497
B,5.13,-0.28002083,-2.0662932,0.25513902,0.043047065,-0.19132586
B,5.14,-0.30023334,-1.9762055,0.26967963,0.06030865,-0.18952411
B,5.15,-0.31951823,-1.8808893,0.28315595,0.076749275,-0.18761779
B,5.16,-0.33782535,-1.780772,0.29551477,0.092194032,-0.18561544
B,5.17,-0.35510893,-1.6763017,0.30670734,0.1067231,-0.18352603
B,5.18,-0.37132779,-1.5679459,0.31668947,0.12012413,-0.18135892
B,5.19,-0.3864455,-1.4561884,0.32542177,0.13233326,-0.17912377
B,5.2,-0.40043056,-1.3415273,0.33286978,0.14347096,-0.17683055
B,5.21,-0.41325648,-1.2244729,0.33900411,0.15337246,-0.17448946
B,5.22,-0.42490197,-1.1055449,0.34380054,0.16213204,-0.1721109
B,5.23,-0.43535093,-0.98526985,0.34724015,0.16949477,-0.1697054
B,5.24,-0.44459258,-0.86417928,0.34930935,0.17551002,-0.16728359
B,5.25,-0.45262145,-0.74280667,0.35,0.18016067,-0.16485617
B,5.26,-0.45943743,-0.62168507,0.34930935,0.18338098,-0.1624341
B,5.27,-0.46504568,-0.50134371,0.34724015,0.18531201,-0.16003129
B,5.28,-0.46945665,-0.38229535,0.34380054,0.18598221,-0.15769371
B,5.29,-0.47268545,-0.2649285,0.33900411,0.18511013,-0.15579844
B,5.3,-0.47474717,-0.14843491,0.33286978,0.18200798,-0.15810571
B,5.31,-0.47560478,-0.017197541,0.32542177,0.16849501,-0.22124033
B,5.32,-0.47561426,0.0017861915,0.31668947,0.21544937,0.2465264
B,5.33,-0.47561257,0.00038085745,0.30670734,0.28027862,0.2492488
B,5.34,-0.47560591,-0.00040677096,0.29551477,0.33696823,-0.24919789
B,5.35,-0.47559078,0.0014154368,0.28315595,0.39208647,0.24723713
B,5.36,-0.47557056,0.0013196046,0.26967963,0.45047017,0.24742171
B,5.37,-0.47532848,0.067434608,0.25513902,0.475615,0.17730664
B,5.38,-0.47393647,0.21378928,0.23959149,0.44228148,0.1556659
B,5.39,-0.47102954,0.36483221,0.2230984,0.41081462,0.15736443
B,5.4,-0.46666233,0.50495579,0.20572484,0.38804454,0.16010323
B,5.41,-0.46096718,0.63014275,0.18753938,0.36899603,0.16260319
B,5.42,-0.45410342,0.73868241,0.16861379,0.3515162,0.16477369
B,5.43,-0.44624047,0.83016779,0.14902275,0.33388309,0.16660336
B,5.44,-0.43754724,0.90502204,0.12884359,0.31610748,0.16810044
B,5.45,-0.42818575,0.96415775,0.10815595,0.29764016,0.16928316
B,5.46,-0.41830745,1.0087327,0.087041461,0.27850904,0.17017465
B,5.47,-0.40805172,1.0399822,0.06558346,0.2587578,0.17079964
B,5.48,-0.39754568,1.059112,0.043866632,0.23830468,0.17118224
B,5.49,-0.3869048,1.0672353,0.021976682,0.21743592,0.17134471
B,5.5,-0.37623403,1.0653428,1.2858791e-16,0.19597241,0.17130686
B,5.51,-0.36562909,1.0542953,-0.021976682,0.17429265,0.17108591
B,5.52,-0.3551777,1.0348302,-0.043866632,0.15249521,0.1706966
B,5.53,-0.34496078,1.0075769,-0.06558346,0.13040108,0.17015154
B,5.54,-0.3350534,0.97307569,-0.087041461,0.10834754,0.16946151
B,5.55,-0.32552563,0.9317985,-0.10815595,0.086259509,0.16863597
B,5.56,-0.31644305,0.88416804,-0.12884359,0.064547538,0.16768336
B,5.57,-0.30786721,0.83057517,-0.14902275,0.042908982,0.16661151
B,5.58,-0.29985582,0.77139356,-0.16861379,0.021726844,0.16542789
B,5.59,-0.29246292,0.70699142,-0.18753938,0.00089774256,0.1641399
B,5.6,-0.28573884,0.63774047,-0.20572484,-0.019284831,0.1627551
B,5.61,-0.27973015,0.56402217,-0.2230984,-0.03879967,0.16128171
B,5.62,-0.27447955,0.48623115,-0.23959149,-0.0577513,0.1597306
